0,1,2,3,4,5,6,7,8,9,10,11,12,13,Transported
0.7491956241956241,1.0,1.0,0.0,0.24050632911392406,1.0,0.0,0.0,0.026221692491060787,0.0,0.0,0.3759025270758123,0.8571428571428571,1.0,0
0.5773809523809523,1.0,0.0,0.5,0.26582278481012656,1.0,0.0,0.0,0.0,0.0,0.0,0.684115523465704,0.8571428571428571,1.0,0
0.8515122265122264,1.0,1.0,1.0,0.34177215189873417,1.0,0.0,0.023010096266729282,0.0,0.004507318814709033,0.00037293332780839516,0.5622743682310469,1.0,0.0,1
0.41586229086229076,1.0,1.0,1.0,0.25316455696202533,1.0,0.0,0.026901016335155806,0.0,0.0007140307033202428,0.0,0.7012635379061373,0.8571428571428571,0.0,0
0.1924066924066924,0.5,1.0,1.0,0.3924050632911392,1.0,0.041041390381796605,0.04229698453694697,0.0,0.01017493752231346,0.00024862221853893005,0.023465703971119134,0.1428571428571428,1.0,0
0.608108108108108,1.0,1.0,1.0,0.46835443037974683,1.0,0.001954351922942696,0.0008385603595746822,0.001106759747999319,0.03596929667975723,0.00012431110926946503,0.9259927797833936,0.8571428571428571,0.0,0
0.023648648648648574,1.0,1.0,1.0,0.2911392405063291,1.0,0.0,0.000704390702042733,0.0,0.0,0.02966891807897899,0.9530685920577617,1.0,1.0,0
0.4099099099099099,1.0,1.0,0.5,0.3164556962025316,1.0,0.0,0.0219031965920907,0.0008939213349225269,0.0,0.0,0.874548736462094,0.8571428571428571,0.0,0
0.31241956241956237,0.5,0.0,1.0,0.3164556962025316,1.0,0.0,0.0,0.0,0.0,0.0,0.6362815884476535,0.5714285714285714,0.0,1
0.19932432432432423,1.0,1.0,1.0,0.5316455696202531,1.0,0.0,0.0,0.07138600374595608,0.002900749732238486,0.002569096258235611,0.720216606498195,0.8571428571428571,0.0,1
0.3085585585585585,1.0,1.0,1.0,0.22784810126582278,1.0,0.015634815383541566,0.0,0.0,0.0,0.05734885840964654,0.9169675090252708,0.7142857142857142,0.0,0
0.3634169884169884,1.0,0.0,1.0,0.7468354430379747,1.0,0.0,0.0,0.0,0.0,0.0,0.21615523465703979,0.8571428571428571,1.0,1
0.31177606177606176,1.0,1.0,1.0,0.3037974683544304,1.0,0.0,0.0,0.025285203473522904,0.004239557300963942,0.0,0.8984657039711192,1.0,1.0,1
0.30341055341055334,1.0,1.0,1.0,0.27848101265822783,1.0,0.056117819501640256,0.0,0.0,0.0,0.0,0.9016245487364621,1.0,1.0,0
0.9747425997425996,0.5,0.0,1.0,0.18987341772151897,1.0,0.0,0.0,0.0,0.0,0.0,0.529783393501805,0.42857142857142855,1.0,1
0.804054054054054,0.5,1.0,1.0,0.5443037974683544,1.0,0.0,0.30013752389897025,0.0,0.006827918600499821,0.03613309576099118,0.4092960288808664,0.5714285714285714,1.0,1
0.6898326898326897,1.0,0.0,1.0,0.3924050632911392,1.0,0.0,0.0,0.0,0.0,0.0,0.28835740072202165,0.8571428571428571,0.0,0
0.2958494208494208,1.0,1.0,1.0,0.26582278481012656,1.0,0.0,3.354241438298729e-05,0.0,0.03605855051767226,0.0,0.3194945848375451,0.8571428571428571,0.0,0
0.8854568854568854,1.0,0.0,1.0,0.06329113924050628,1.0,0.0,0.0,0.0,0.0,0.0,0.9183212996389892,0.8571428571428571,0.0,0
0.7358429858429858,1.0,0.0,0.0,0.24050632911392406,1.0,0.0,0.0,0.0,0.0,0.0,0.3813176895306859,0.8571428571428571,1.0,0
0.2662483912483912,1.0,0.0,1.0,0.24050632911392406,1.0,0.0,0.0,0.0,0.0,0.0,0.44314079422382674,0.8571428571428571,1.0,0
0.1212998712998713,0.0,0.0,1.0,0.9493670886075949,1.0,0.0,0.0,0.0,0.0,0.0,0.8542418772563177,1.0,0.0,1
0.33622908622908615,1.0,1.0,1.0,0.3037974683544304,1.0,0.03266559642632791,0.0,0.006938532266303423,0.0,0.0,0.9882671480144405,1.0,0.0,0
0.263030888030888,1.0,1.0,1.0,0.5822784810126582,1.0,0.0,0.0,0.0,0.016467333095323097,0.02134007375792483,0.9729241877256318,0.8571428571428571,0.0,0
0.4316280566280566,0.5,1.0,1.0,0.4177215189873418,1.0,0.0,0.013316338510045954,0.0,0.05573902177793646,0.035014295777565985,0.9052346570397113,0.5714285714285714,1.0,0
0.7945624195624195,0.5,1.0,1.0,0.24050632911392406,1.0,0.0,0.15208130681246437,0.0,0.027534808996786862,0.04790121410516719,0.7536101083032491,0.5714285714285714,1.0,0
0.9235842985842985,0.5,0.0,1.0,0.3037974683544304,1.0,0.0,0.0,0.0,0.0,0.0,0.004061371841155181,0.7142857142857142,1.0,1
0.994047619047619,1.0,1.0,1.0,0.430379746835443,1.0,0.0,0.028410424982390232,0.000595947556615018,0.0,0.0,0.9521660649819496,1.0,1.0,1
0.9935649935649935,0.0,1.0,1.0,0.3037974683544304,1.0,0.1771480421581629,0.0,0.002596628639536864,0.0,0.0,0.7734657039711191,1.0,0.0,0
0.2985842985842986,1.0,1.0,0.0,0.4177215189873418,1.0,0.0,0.023077181095495256,8.513536523071685e-05,0.0,0.017652177516264037,0.9972924187725632,1.0,0.0,0
0.24694337194337185,0.0,1.0,0.5,0.6582278481012658,1.0,0.0,0.0,0.011152732845223907,0.06359335951445913,0.023660547797621514,0.552346570397112,1.0,1.0,0
0.5944337194337194,0.5,0.0,0.5,0.18987341772151897,1.0,0.0,0.0,0.0,0.0,0.0,0.5013537906137184,0.5714285714285714,1.0,1
0.99501287001287,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9927797833935019,0.8571428571428571,0.0,0
0.9887387387387386,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9512635379061373,0.42857142857142855,1.0,1
0.99501287001287,1.0,1.0,1.0,0.12658227848101264,1.0,0.0,0.0,0.0,0.0,0.0,0.9927797833935019,0.8571428571428571,0.0,0
0.9958172458172456,0.5,0.0,1.0,0.2151898734177215,1.0,0.0,0.0,0.0,0.0,0.0,0.34521660649819497,0.5714285714285714,0.0,1
0.802123552123552,0.0,1.0,1.0,0.5443037974683544,1.0,0.0018845536399804564,0.0,0.03392644304444066,0.037040342734737594,0.006671362864127958,0.40252707581227437,1.0,0.0,0
0.9417631917631917,0.0,1.0,0.5,0.3291139240506329,1.0,0.028896489146367,0.008016637037533962,0.028988591861059086,0.01570867547304534,0.0,0.3962093862815884,1.0,1.0,0
0.8246460746460745,0.5,0.0,1.0,0.24050632911392406,1.0,0.0,0.0,0.0,0.0,0.0,0.3510830324909747,0.5714285714285714,1.0,1
0.9411196911196911,1.0,1.0,1.0,0.3037974683544304,1.0,0.0,0.028645221883071142,0.00046824450876894265,0.0,0.0,1.0,1.0,0.0,1
0.3106499356499356,0.0,1.0,1.0,0.16455696202531644,1.0,0.015146227402805891,0.00023479690068091102,0.03950280946705261,0.0,0.03016616251605685,0.8267148014440434,1.0,1.0,0
0.9208494208494207,1.0,1.0,1.0,0.07594936708860756,1.0,0.0,0.0,0.0,0.0,0.0,0.24187725631768953,0.8571428571428571,0.0,1
0.9834298584298584,0.0,0.0,1.0,0.24050632911392406,1.0,0.0,0.0,0.0,0.0,0.0,0.4038808664259928,0.7142857142857142,0.0,0
0.9829472329472329,1.0,0.0,1.0,0.03797468354430378,1.0,0.0,0.0,0.0,0.0,0.0,0.9914259927797835,0.8571428571428571,1.0,1
0.9322715572715572,0.0,1.0,1.0,0.1772151898734177,1.0,0.03301458784113911,0.0,0.024476417503831092,0.0,0.0,0.4201263537906137,0.7142857142857142,1.0,0
0.04375804375804382,1.0,1.0,1.0,0.2151898734177215,1.0,0.0,0.027605407037198538,0.0,0.05212424134237772,0.0005801185099241702,0.30685920577617326,1.0,0.0,0
0.8775740025740024,1.0,0.0,1.0,0.26582278481012656,1.0,0.0,0.0,0.0,0.0,0.0,0.1859205776173285,0.8571428571428571,1.0,1
0.07271557271557261,1.0,0.0,1.0,0.18987341772151897,1.0,0.0,0.0,0.0,0.0,0.0,0.8835740072202167,0.8571428571428571,1.0,1
